loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,dti
7200, 36 months,13.35,C,8 years,RENT,37000.0,Jul-2014,Fully Paid,debt_consolidation,CA,17.14
13400, 36 months,14.65,C,5 years,MORTGAGE,46705.0,May-2015,Fully Paid,other,MI,5.86
10000, 60 months,17.47,D,3 years,RENT,67200.0,Apr-2018,Charged Off,debt_consolidation,AL,12.38
7000, 36 months,7.51,A,10+ years,MORTGAGE,123000.0,Mar-2010,Fully Paid,home_improvement,TX,7.13
12000, 60 months,12.05,C,2 years,OWN,32000.0,Nov-2015,Fully Paid,other,OH,2.78
16000, 60 months,15.61,D,7 years,MORTGAGE,94000.0,Jul-2015,Fully Paid,debt_consolidation,NY,14.15
4000, 36 months,13.99,C,10+ years,RENT,62000.0,Feb-2015,Fully Paid,debt_consolidation,NY,15.64
17300, 36 months,7.24,A,,MORTGAGE,110000.0,Feb-2017,Fully Paid,credit_card,TX,24.66
10000, 36 months,7.49,A,2 years,MORTGAGE,225000.0,Jan-2015,Fully Paid,credit_card,MD,6.91
7500, 36 months,15.1,C,8 years,RENT,100000.0,Nov-2013,Fully Paid,debt_consolidation,CA,12.38
18000, 36 months,11.47,B,10+ years,MORTGAGE,100000.0,Jun-2016,Fully Paid,debt_consolidation,CA,13.29
16000, 36 months,16.55,D,10+ years,OWN,57000.0,Feb-2015,Fully Paid,credit_card,IL,20.86
6000, 36 months,9.17,B,8 years,RENT,24000.0,Jun-2015,Charged Off,debt_consolidation,OH,13.0
27825, 60 months,23.76,F,4 years,RENT,75000.0,Oct-2012,Fully Paid,debt_consolidation,CA,12.86
11000, 36 months,12.69,C,1 year,MORTGAGE,36500.0,Apr-2015,Charged Off,debt_consolidation,MI,17.03
4600, 36 months,8.9,A,< 1 year,RENT,58000.0,May-2012,Fully Paid,car,DE,7.57
13000, 36 months,6.49,A,1 year,MORTGAGE,72000.0,Feb-2016,Fully Paid,credit_card,NC,18.6
14000, 60 months,9.99,B,< 1 year,MORTGAGE,55000.0,Jul-2015,Fully Paid,debt_consolidation,IL,23.95
10000, 60 months,17.76,D,< 1 year,RENT,29120.0,Oct-2013,Fully Paid,debt_consolidation,NC,32.64
13000, 36 months,17.86,D,10+ years,OWN,36000.0,Feb-2015,Fully Paid,credit_card,NV,15.5
15375, 36 months,17.86,D,9 years,MORTGAGE,61000.0,Mar-2015,Fully Paid,debt_consolidation,MA,13.1
6100, 36 months,23.88,E,4 years,OWN,29000.0,May-2017,Fully Paid,other,TX,18.63
4000, 36 months,7.89,A,4 years,MORTGAGE,115000.0,Jun-2015,Fully Paid,medical,MN,4.75
13500, 36 months,6.99,A,3 years,MORTGAGE,90209.6,Feb-2017,Fully Paid,debt_consolidation,TN,21.06
7000, 36 months,9.16,B,10+ years,MORTGAGE,125352.0,Jun-2016,Charged Off,debt_consolidation,WI,16.01
8000, 36 months,14.47,C,,MORTGAGE,42000.0,Jul-2018,Fully Paid,home_improvement,IL,11.69
12000, 36 months,13.11,B,3 years,RENT,55000.0,Jan-2013,Fully Paid,debt_consolidation,CA,5.87
23550, 60 months,12.69,C,5 years,RENT,65000.0,Mar-2015,Fully Paid,credit_card,NY,29.17
11000, 36 months,10.99,B,10+ years,MORTGAGE,47000.0,Jan-2014,Fully Paid,debt_consolidation,FL,11.34
35000, 60 months,16.29,C,6 years,MORTGAGE,90000.0,Feb-2013,Fully Paid,debt_consolidation,NM,20.85
6000, 36 months,10.91,B,10+ years,RENT,40000.0,Sep-2017,Charged Off,credit_card,ME,36.84
12000, 60 months,9.99,B,10+ years,MORTGAGE,71000.0,Sep-2011,Fully Paid,home_improvement,MO,23.78
25000, 60 months,13.99,C,10+ years,RENT,95000.0,Sep-2015,Fully Paid,credit_card,NY,4.69
35000, 60 months,12.59,C,10+ years,MORTGAGE,80000.0,Nov-2015,Fully Paid,debt_consolidation,TX,25.26
20000, 60 months,15.59,D,8 years,RENT,62000.0,Nov-2014,Fully Paid,debt_consolidation,VA,30.39
23800, 60 months,14.09,B,4 years,RENT,60000.0,Jul-2012,Fully Paid,debt_consolidation,MA,17.91
13450, 36 months,10.64,B,1 year,RENT,130000.0,Dec-2015,Fully Paid,other,VA,6.1
10000, 36 months,18.25,E,2 years,MORTGAGE,85000.0,Apr-2015,Fully Paid,debt_consolidation,NV,23.83
10650, 60 months,20.99,E,10+ years,MORTGAGE,37000.0,Jun-2014,Fully Paid,debt_consolidation,VA,19.49
7000, 36 months,9.99,B,< 1 year,RENT,30000.0,Jul-2015,Charged Off,credit_card,FL,5.12
30000, 36 months,13.67,C,10+ years,MORTGAGE,75000.0,Dec-2015,Fully Paid,home_improvement,PA,8.32
15000, 36 months,13.11,B,3 years,RENT,55000.0,May-2013,Fully Paid,debt_consolidation,CA,4.04
12000, 60 months,12.99,C,10+ years,RENT,40000.0,Sep-2014,Fully Paid,debt_consolidation,MD,8.19
25150, 36 months,13.67,C,10+ years,OWN,75000.0,Feb-2016,Fully Paid,credit_card,NV,22.35
28000, 36 months,7.89,A,5 years,RENT,89000.0,Apr-2016,Fully Paid,debt_consolidation,GA,13.16
6000, 36 months,7.21,A,5 years,RENT,70000.0,Jun-2017,Fully Paid,debt_consolidation,CT,28.03
21000, 36 months,7.49,A,10+ years,MORTGAGE,116000.0,Jan-2017,Fully Paid,debt_consolidation,CO,11.9
15000, 36 months,11.99,C,6 years,MORTGAGE,92880.0,Mar-2016,Fully Paid,debt_consolidation,FL,12.16
20325, 60 months,24.85,E,10+ years,RENT,108000.0,Feb-2018,Fully Paid,debt_consolidation,MS,29.93
29900, 60 months,15.99,D,10+ years,OWN,68000.0,Jan-2015,Fully Paid,debt_consolidation,CT,20.33
3000, 36 months,12.85,B,10+ years,OWN,44000.0,Jan-2014,Fully Paid,credit_card,OH,23.87
2000, 36 months,13.99,C,,MORTGAGE,47000.0,Aug-2016,Fully Paid,other,NY,7.38
12000, 60 months,9.16,B,5 years,MORTGAGE,54000.0,Mar-2016,Charged Off,debt_consolidation,IL,18.89
4000, 36 months,9.17,B,9 years,RENT,101000.0,Apr-2015,Fully Paid,credit_card,NY,9.7
11175, 36 months,9.71,B,4 years,MORTGAGE,32000.0,Jul-2013,Fully Paid,debt_consolidation,TN,13.84
12000, 36 months,11.49,B,,MORTGAGE,85000.0,Jul-2016,Fully Paid,debt_consolidation,NJ,6.9
12000, 36 months,8.59,A,10+ years,MORTGAGE,80000.0,Oct-2016,Fully Paid,debt_consolidation,CA,9.59
3000, 36 months,6.62,A,1 year,RENT,30000.0,Sep-2012,Fully Paid,car,CA,6.8
25000, 36 months,8.19,A,5 years,MORTGAGE,126000.0,Jan-2015,Fully Paid,credit_card,MN,7.52
13250, 36 months,12.99,C,< 1 year,RENT,71000.0,Feb-2015,Fully Paid,credit_card,VA,18.56
10225, 36 months,16.99,D,1 year,RENT,34087.56,Oct-2014,Fully Paid,debt_consolidation,FL,30.53
10000, 36 months,11.99,B,1 year,MORTGAGE,59000.0,Jul-2017,Fully Paid,debt_consolidation,NY,31.18
18000, 36 months,10.15,B,4 years,RENT,65000.0,Oct-2014,Fully Paid,credit_card,TX,7.33
3200, 36 months,11.99,B,10+ years,MORTGAGE,70000.0,Oct-2017,Fully Paid,medical,OK,12.46
35000, 60 months,23.7,F,10+ years,RENT,85000.0,Feb-2014,Charged Off,debt_consolidation,NY,26.87
2200, 36 months,18.99,D,2 years,OWN,72000.0,Feb-2017,Charged Off,home_improvement,LA,4.35
24950, 36 months,9.49,B,10+ years,OWN,52000.0,Jul-2016,Fully Paid,debt_consolidation,TX,25.99
35000, 60 months,16.99,D,10+ years,MORTGAGE,105000.0,May-2015,Fully Paid,debt_consolidation,NJ,32.78
13000, 36 months,9.17,B,< 1 year,RENT,200000.0,Jun-2014,Fully Paid,credit_card,NY,14.55
8000, 36 months,10.42,B,1 year,RENT,81000.0,Dec-2017,Fully Paid,credit_card,UT,19.79
9400, 36 months,7.24,A,7 years,MORTGAGE,116000.0,Dec-2016,Fully Paid,credit_card,PA,17.5
30000, 36 months,30.99,G,5 years,RENT,84300.0,Mar-2017,Charged Off,other,IL,13.74
5650, 36 months,13.53,B,6 years,RENT,34000.0,Dec-2013,Fully Paid,credit_card,MD,18.78
10000, 36 months,13.49,C,10+ years,MORTGAGE,58000.0,Dec-2016,Fully Paid,debt_consolidation,NY,16.06
15000, 60 months,29.96,G,2 years,RENT,30000.0,Sep-2016,Fully Paid,debt_consolidation,TX,24.76
16000, 60 months,15.61,C,10+ years,OWN,95000.0,Mar-2014,Fully Paid,debt_consolidation,AZ,4.52
25000, 36 months,12.99,B,4 years,RENT,85342.0,Mar-2014,Fully Paid,credit_card,WA,9.52
9500, 36 months,19.52,E,1 year,RENT,25000.0,May-2015,Fully Paid,credit_card,MA,29.69
9000, 36 months,6.89,A,4 years,OWN,76000.0,Aug-2015,Fully Paid,debt_consolidation,TX,4.17
7200, 36 months,12.12,B,10+ years,MORTGAGE,60000.0,Nov-2012,Fully Paid,debt_consolidation,NC,19.31
30225, 36 months,9.25,A,10+ years,MORTGAGE,68000.0,Oct-2013,Fully Paid,debt_consolidation,WI,28.11
12375, 60 months,16.24,C,3 years,RENT,30000.0,Jan-2014,Fully Paid,credit_card,CA,29.49
11000, 36 months,6.92,A,< 1 year,RENT,25600.0,Apr-2015,Fully Paid,debt_consolidation,VA,34.32
6000, 36 months,13.99,C,10+ years,MORTGAGE,30000.0,May-2015,Fully Paid,other,FL,33.83
6000, 36 months,13.33,C,7 years,MORTGAGE,50000.0,Jun-2015,Charged Off,medical,MO,15.65
15000, 36 months,13.11,B,1 year,MORTGAGE,95000.0,Jan-2013,Fully Paid,debt_consolidation,SD,23.8
19175, 60 months,23.99,E,1 year,MORTGAGE,60000.0,May-2016,Charged Off,debt_consolidation,CT,31.54
7350, 36 months,18.06,D,3 years,MORTGAGE,65200.0,Sep-2017,Fully Paid,debt_consolidation,FL,11.76
10000, 36 months,11.99,C,8 years,MORTGAGE,84000.0,Apr-2016,Fully Paid,credit_card,MN,9.09
10625, 36 months,12.12,B,,MORTGAGE,32000.0,Aug-2012,Charged Off,debt_consolidation,AR,10.82
2000, 36 months,15.61,D,< 1 year,RENT,46000.0,Oct-2015,Fully Paid,other,NY,14.9
25000, 60 months,11.22,B,2 years,RENT,100000.0,Dec-2015,Fully Paid,debt_consolidation,OR,11.81
4300, 36 months,7.9,A,,OWN,15000.0,Aug-2012,Fully Paid,debt_consolidation,NY,24.1
4750, 36 months,11.49,B,10+ years,RENT,48505.6,Mar-2017,Fully Paid,credit_card,CO,16.64
6250, 36 months,13.05,B,,RENT,34400.0,Jul-2013,Fully Paid,debt_consolidation,OR,17.69
7500, 36 months,6.49,A,4 years,MORTGAGE,110000.0,Aug-2014,Fully Paid,home_improvement,RI,5.47
17600, 36 months,18.75,D,5 years,MORTGAGE,56000.0,Oct-2012,Charged Off,debt_consolidation,CT,11.76
3250, 36 months,11.14,B,,RENT,21000.0,Oct-2012,Fully Paid,major_purchase,NY,10.86
9600, 36 months,7.97,A,10+ years,MORTGAGE,70000.0,Feb-2018,Fully Paid,home_improvement,IN,6.94
10000, 36 months,15.31,C,2 years,MORTGAGE,69732.0,Jul-2012,Fully Paid,credit_card,CO,10.7
26500, 60 months,18.55,E,10+ years,MORTGAGE,53000.0,Jul-2015,Fully Paid,debt_consolidation,NY,38.29
12000, 36 months,10.75,B,6 years,MORTGAGE,115000.0,Feb-2016,Fully Paid,credit_card,TX,4.45
6000, 36 months,7.49,A,10+ years,RENT,66096.0,Nov-2014,Fully Paid,debt_consolidation,CA,12.78
15800, 36 months,12.49,B,10+ years,RENT,82000.0,Nov-2014,Fully Paid,debt_consolidation,CO,12.03
28000, 60 months,14.47,C,10+ years,MORTGAGE,83720.0,Jan-2014,Charged Off,credit_card,TX,31.91
9000, 36 months,6.24,A,1 year,MORTGAGE,52000.0,Oct-2015,Fully Paid,credit_card,WV,16.87
20000, 60 months,14.65,C,2 years,RENT,65000.0,Oct-2015,Fully Paid,debt_consolidation,NV,25.55
16000, 60 months,11.47,B,10+ years,MORTGAGE,151000.0,Feb-2016,Fully Paid,home_improvement,TX,13.97
35000, 60 months,15.61,D,5 years,MORTGAGE,160000.0,Sep-2015,Fully Paid,home_improvement,NC,10.73
12550, 60 months,20.99,E,10+ years,RENT,42000.0,Nov-2014,Charged Off,debt_consolidation,CA,35.02
40000, 36 months,7.07,A,5 years,OWN,150000.0,Jul-2017,Fully Paid,debt_consolidation,MA,17.22
6000, 36 months,9.44,B,2 years,RENT,60000.0,Jun-2017,Fully Paid,credit_card,NY,9.88
26000, 36 months,18.99,E,4 years,MORTGAGE,100000.0,Sep-2014,Fully Paid,debt_consolidation,TX,29.92
14000, 36 months,13.99,C,< 1 year,MORTGAGE,130000.0,Jul-2016,Fully Paid,debt_consolidation,FL,27.24
14675, 60 months,16.29,D,3 years,RENT,35000.0,Oct-2014,Fully Paid,credit_card,RI,27.85
6450, 36 months,7.69,A,4 years,RENT,34000.0,Aug-2014,Fully Paid,debt_consolidation,CA,20.22
4600, 36 months,19.05,D,3 years,OWN,150000.0,Apr-2013,Fully Paid,debt_consolidation,VA,4.34
6000, 36 months,7.89,A,10+ years,MORTGAGE,70000.0,Feb-2016,Fully Paid,debt_consolidation,GA,12.69
18000, 60 months,11.99,B,2 years,RENT,65000.0,Jan-2015,Fully Paid,debt_consolidation,FL,32.1
5000, 36 months,9.93,B,3 years,RENT,68353.0,Jun-2017,Charged Off,other,NV,16.85
9700, 36 months,6.39,A,9 years,RENT,37000.0,Feb-2015,Fully Paid,debt_consolidation,LA,12.46
30000, 60 months,29.99,F,2 years,RENT,75000.0,Mar-2017,Charged Off,debt_consolidation,TN,17.84
10000, 36 months,13.33,C,10+ years,RENT,85000.0,Mar-2015,Fully Paid,credit_card,RI,25.2
18000, 60 months,14.46,C,6 years,MORTGAGE,97127.0,Mar-2016,Fully Paid,debt_consolidation,NV,7.45
6000, 36 months,7.89,A,< 1 year,RENT,25000.0,May-2016,Fully Paid,debt_consolidation,NY,19.11
13000, 36 months,7.14,A,10+ years,MORTGAGE,92508.0,May-2010,Fully Paid,debt_consolidation,CA,13.18
18000, 60 months,11.47,B,10+ years,MORTGAGE,240000.0,Mar-2016,Fully Paid,debt_consolidation,OH,36.09
17050, 36 months,10.99,B,10+ years,MORTGAGE,39000.0,Nov-2013,Fully Paid,debt_consolidation,IN,16.55
22000, 60 months,9.99,B,10+ years,RENT,65000.0,Nov-2015,Fully Paid,debt_consolidation,CA,24.56
25000, 36 months,11.44,B,,MORTGAGE,65000.0,Nov-2014,Fully Paid,debt_consolidation,GA,8.97
16325, 36 months,11.99,C,6 years,MORTGAGE,51000.0,Feb-2016,Fully Paid,debt_consolidation,TN,30.09
8975, 36 months,18.55,D,7 years,MORTGAGE,53035.0,Dec-2013,Fully Paid,debt_consolidation,GA,25.44
5000, 36 months,16.99,D,4 years,MORTGAGE,27000.0,Sep-2014,Fully Paid,debt_consolidation,CA,30.75
28000, 36 months,6.49,A,10+ years,MORTGAGE,230000.0,May-2016,Fully Paid,debt_consolidation,NH,7.29
14000, 36 months,11.48,B,2 years,MORTGAGE,52000.0,Jan-2016,Charged Off,debt_consolidation,FL,29.45
6000, 36 months,12.05,C,10+ years,RENT,25000.0,Nov-2015,Charged Off,debt_consolidation,NJ,23.19
21000, 36 months,12.05,C,5 years,RENT,90000.0,Nov-2015,Fully Paid,debt_consolidation,CA,28.39
35000, 60 months,20.99,E,10+ years,MORTGAGE,180000.0,Jul-2014,Fully Paid,debt_consolidation,MO,16.23
18000, 36 months,12.29,C,6 years,MORTGAGE,70095.0,Oct-2015,Fully Paid,debt_consolidation,MD,28.37
6000, 36 months,11.53,B,10+ years,MORTGAGE,70000.0,Jul-2015,Fully Paid,home_improvement,NY,13.51
18000, 36 months,16.99,D,5 years,RENT,40989.0,Mar-2015,Fully Paid,debt_consolidation,WA,27.44
10000, 36 months,10.15,B,< 1 year,MORTGAGE,125000.0,Sep-2014,Fully Paid,other,MI,7.25
22375, 36 months,15.77,D,10+ years,MORTGAGE,64000.0,Jan-2016,Fully Paid,debt_consolidation,MO,15.15
29525, 36 months,11.98,B,10+ years,MORTGAGE,141000.0,Apr-2018,Fully Paid,debt_consolidation,MI,31.4
8175, 36 months,22.74,E,10+ years,MORTGAGE,30000.0,Dec-2016,Charged Off,debt_consolidation,KY,30.0
16200, 36 months,6.49,A,10+ years,MORTGAGE,65000.0,Feb-2016,Fully Paid,debt_consolidation,NJ,17.13
10000, 36 months,7.49,A,1 year,RENT,110000.0,Nov-2016,Fully Paid,credit_card,NY,15.81
26925, 60 months,24.99,F,10+ years,MORTGAGE,71180.0,Jul-2014,Fully Paid,debt_consolidation,NJ,19.14
5000, 36 months,9.17,B,< 1 year,RENT,65000.0,Oct-2014,Charged Off,debt_consolidation,IL,15.32
12000, 60 months,11.99,C,10+ years,MORTGAGE,100000.0,Dec-2015,Fully Paid,debt_consolidation,AZ,8.88
15000, 60 months,18.25,E,10+ years,MORTGAGE,82000.0,Jun-2015,Fully Paid,credit_card,IL,12.18
8075, 36 months,21.18,E,9 years,RENT,30000.0,May-2014,Fully Paid,debt_consolidation,VA,20.04
8000, 36 months,9.99,B,10+ years,MORTGAGE,50000.0,Oct-2013,Fully Paid,credit_card,GA,14.16
8000, 36 months,13.67,C,10+ years,OWN,49500.0,Feb-2016,Fully Paid,home_improvement,WA,26.04
12000, 36 months,10.91,B,< 1 year,OWN,60000.0,Oct-2017,Fully Paid,home_improvement,CA,40.19
34800, 60 months,13.99,C,10+ years,MORTGAGE,105000.0,Oct-2015,Fully Paid,debt_consolidation,IL,17.96
6000, 36 months,12.69,C,,RENT,22032.0,Oct-2015,Fully Paid,other,NY,20.59
2000, 36 months,12.62,C,3 years,RENT,36000.0,Aug-2017,Fully Paid,vacation,CA,13.5
14400, 36 months,5.32,A,10+ years,MORTGAGE,160000.0,Jun-2016,Fully Paid,credit_card,IL,12.55
6000, 36 months,12.12,B,4 years,RENT,33000.0,Apr-2013,Fully Paid,debt_consolidation,NJ,7.6
36000, 60 months,13.67,C,10+ years,MORTGAGE,120000.0,Mar-2016,Fully Paid,debt_consolidation,NV,20.72
10000, 36 months,19.52,D,10+ years,RENT,60000.0,Aug-2013,Fully Paid,other,CT,18.5
6000, 36 months,18.24,D,4 years,OWN,23500.0,Aug-2014,Fully Paid,debt_consolidation,IN,22.83
11450, 36 months,12.29,C,5 years,RENT,40000.0,Jul-2015,Charged Off,debt_consolidation,MD,13.83
3000, 36 months,11.53,B,10+ years,RENT,45000.0,Jun-2015,Fully Paid,other,PA,17.64
4400, 36 months,11.49,B,2 years,MORTGAGE,26400.0,Aug-2010,Fully Paid,debt_consolidation,NM,24.32
3025, 36 months,15.99,D,10+ years,MORTGAGE,32000.0,Feb-2015,Charged Off,debt_consolidation,TX,22.66
12900, 36 months,12.69,C,< 1 year,RENT,46000.0,Mar-2015,Fully Paid,debt_consolidation,MA,9.18
6400, 36 months,15.61,D,10+ years,MORTGAGE,140000.0,Jul-2015,Fully Paid,debt_consolidation,VA,28.98
8500, 36 months,6.62,A,5 years,RENT,70000.0,Dec-2013,Fully Paid,credit_card,NY,5.73
3600, 36 months,13.33,C,3 years,RENT,38000.0,May-2015,Charged Off,other,NC,10.55
4000, 36 months,14.99,C,1 year,OWN,32000.0,Dec-2016,Fully Paid,home_improvement,IL,27.83
12000, 36 months,12.39,C,3 years,MORTGAGE,29000.0,Feb-2015,Fully Paid,other,FL,21.73
10000, 36 months,11.49,B,8 years,MORTGAGE,80000.0,Dec-2016,Fully Paid,debt_consolidation,MO,8.22
15000, 60 months,9.17,B,3 years,RENT,110000.0,Feb-2015,Charged Off,debt_consolidation,CA,17.78
7900, 36 months,9.75,B,,RENT,20800.0,Mar-2016,Fully Paid,debt_consolidation,CA,16.73
16750, 36 months,6.49,A,3 years,RENT,80000.0,Mar-2016,Fully Paid,credit_card,NJ,1.4
5000, 36 months,7.21,A,6 years,MORTGAGE,60000.0,Oct-2017,Fully Paid,debt_consolidation,TX,18.58
6600, 36 months,9.17,B,6 years,MORTGAGE,84000.0,Mar-2015,Fully Paid,other,OH,20.11
5000, 36 months,12.49,B,< 1 year,RENT,45000.0,Aug-2014,Fully Paid,debt_consolidation,NJ,17.49
12825, 36 months,21.49,D,1 year,OWN,65000.0,Aug-2016,Charged Off,credit_card,PA,21.03
40000, 36 months,22.45,E,10+ years,RENT,95000.0,Mar-2016,Charged Off,debt_consolidation,NC,36.98
9200, 36 months,28.69,F,10+ years,MORTGAGE,47000.0,Apr-2017,Fully Paid,debt_consolidation,FL,23.58
18000, 36 months,20.0,D,2 years,RENT,105000.0,Jan-2018,Fully Paid,debt_consolidation,IL,7.14
13000, 36 months,10.99,B,5 years,RENT,131000.0,Feb-2014,Fully Paid,credit_card,MA,13.32
35000, 36 months,10.49,B,10+ years,MORTGAGE,99600.0,Dec-2014,Fully Paid,credit_card,TX,22.33
12000, 36 months,13.35,C,10+ years,RENT,55000.0,May-2014,Fully Paid,debt_consolidation,HI,17.22
13950, 36 months,19.99,E,10+ years,RENT,56846.0,Jul-2015,Fully Paid,debt_consolidation,CA,14.04
15000, 36 months,12.85,B,2 years,RENT,73000.0,Dec-2013,Fully Paid,credit_card,FL,7.13
30000, 36 months,11.53,B,10+ years,MORTGAGE,92000.0,Mar-2015,Fully Paid,debt_consolidation,FL,12.33
32000, 36 months,7.97,A,9 years,MORTGAGE,100000.0,Mar-2018,Fully Paid,debt_consolidation,MD,6.32
28000, 36 months,11.99,C,4 years,MORTGAGE,76000.0,Jun-2016,Fully Paid,debt_consolidation,NV,5.28
22850, 36 months,23.99,E,10+ years,OWN,68000.0,Jul-2016,Charged Off,credit_card,TX,23.28
20000, 36 months,8.67,B,9 years,RENT,88000.0,Nov-2014,Fully Paid,debt_consolidation,NY,6.78
9000, 36 months,17.09,D,3 years,OWN,75000.0,Jan-2018,Charged Off,house,IN,10.61
17250, 60 months,20.49,E,2 years,RENT,55000.0,Mar-2014,Charged Off,credit_card,NC,29.11
18000, 36 months,15.31,C,6 years,MORTGAGE,139000.0,Feb-2014,Fully Paid,debt_consolidation,CA,11.8
20000, 36 months,8.9,A,10+ years,MORTGAGE,75000.0,Mar-2014,Fully Paid,credit_card,TX,29.25
9000, 36 months,7.9,A,7 years,RENT,75000.0,Apr-2014,Fully Paid,credit_card,NY,20.24
6000, 36 months,11.49,B,10+ years,MORTGAGE,65000.0,Jun-2016,Fully Paid,debt_consolidation,TX,20.12
35000, 60 months,17.14,D,4 years,MORTGAGE,100000.0,Jan-2015,Fully Paid,house,IL,6.25
12000, 36 months,11.99,B,10+ years,RENT,110000.0,Jul-2017,Fully Paid,debt_consolidation,MA,15.94
17000, 36 months,11.14,B,5 years,RENT,58000.0,Apr-2013,Fully Paid,debt_consolidation,NY,32.81
14000, 36 months,5.32,A,2 years,MORTGAGE,122000.0,May-2015,Fully Paid,credit_card,KS,8.89
2800, 36 months,17.57,D,2 years,RENT,22000.0,Aug-2014,Charged Off,credit_card,IL,24.11
10000, 36 months,6.03,A,7 years,MORTGAGE,120000.0,Sep-2012,Fully Paid,wedding,CA,13.13
28000, 36 months,6.62,A,5 years,MORTGAGE,120000.0,Jan-2014,Fully Paid,debt_consolidation,TX,13.81
10200, 36 months,7.9,A,< 1 year,RENT,70000.0,May-2012,Fully Paid,debt_consolidation,FL,16.77
12000, 36 months,14.49,C,3 years,MORTGAGE,44280.0,Aug-2016,Fully Paid,credit_card,FL,29.86
4600, 36 months,21.99,F,7 years,RENT,37500.0,Jul-2015,Charged Off,debt_consolidation,NY,2.02
15700, 36 months,6.03,A,10+ years,MORTGAGE,70000.0,Mar-2014,Fully Paid,debt_consolidation,OR,15.02
13000, 36 months,8.94,A,< 1 year,RENT,60000.0,Nov-2009,Fully Paid,debt_consolidation,WA,24.12
5000, 60 months,17.93,E,4 years,RENT,27000.0,Jun-2010,Charged Off,other,VA,12.49
35000, 36 months,12.59,C,10+ years,MORTGAGE,87000.0,Nov-2015,Charged Off,credit_card,AR,34.8
19800, 36 months,18.25,D,9 years,RENT,45000.0,Feb-2016,Fully Paid,debt_consolidation,NY,32.77
21000, 36 months,13.99,C,8 years,MORTGAGE,225000.0,Mar-2015,Fully Paid,debt_consolidation,FL,1.86
14700, 36 months,14.65,C,< 1 year,RENT,35000.0,Apr-2015,Fully Paid,debt_consolidation,NV,8.64
6000, 36 months,9.63,A,3 years,MORTGAGE,300000.0,Jul-2009,Fully Paid,credit_card,CA,5.74
3900, 36 months,8.9,A,1 year,MORTGAGE,130000.0,Nov-2012,Charged Off,home_improvement,CA,15.59
3200, 60 months,17.19,E,4 years,MORTGAGE,30000.0,May-2010,Charged Off,other,CA,12.16
3300, 36 months,12.62,C,10+ years,OWN,110000.0,Oct-2017,Fully Paid,other,NY,11.31
8875, 36 months,14.99,C,4 years,MORTGAGE,82000.0,Oct-2014,Charged Off,home_improvement,TX,2.34
28000, 36 months,6.24,A,10+ years,MORTGAGE,160000.0,Dec-2015,Fully Paid,debt_consolidation,IL,18.46
15000, 36 months,17.58,D,1 year,RENT,36000.0,Jan-2012,Fully Paid,debt_consolidation,MO,13.1
1600, 36 months,11.99,B,10+ years,RENT,55000.0,Jan-2014,Fully Paid,credit_card,KY,22.45
15000, 36 months,14.47,C,7 years,RENT,88000.0,Feb-2014,Fully Paid,debt_consolidation,HI,8.02
12000, 36 months,13.33,C,10+ years,MORTGAGE,54000.0,Oct-2015,Fully Paid,debt_consolidation,WI,12.56
21000, 60 months,16.55,D,3 years,OWN,80000.0,Dec-2015,Charged Off,debt_consolidation,FL,34.86
3500, 36 months,12.99,B,,OWN,8760.0,Mar-2014,Fully Paid,debt_consolidation,FL,27.42
17200, 36 months,14.09,B,1 year,RENT,48000.0,Apr-2013,Fully Paid,debt_consolidation,MI,25.08
15000, 36 months,14.47,C,4 years,OWN,45000.0,Dec-2013,Fully Paid,debt_consolidation,FL,13.71
1000, 60 months,24.08,F,1 year,RENT,25000.0,Aug-2013,Fully Paid,other,AR,29.28
12000, 60 months,26.77,G,2 years,RENT,40000.0,Oct-2015,Charged Off,debt_consolidation,GA,37.5
5400, 36 months,15.99,D,8 years,MORTGAGE,60000.0,Jan-2015,Fully Paid,debt_consolidation,TX,11.88
1200, 36 months,11.39,B,3 years,RENT,140000.0,Mar-2017,Fully Paid,moving,VA,17.29
12600, 60 months,17.09,D,2 years,RENT,74000.0,Jun-2017,Charged Off,other,NC,19.41
16000, 36 months,15.99,C,< 1 year,MORTGAGE,75000.0,Mar-2017,Charged Off,home_improvement,CA,24.85
15400, 36 months,8.18,B,10+ years,MORTGAGE,110000.0,Apr-2015,Fully Paid,major_purchase,NC,6.16
20000, 36 months,9.99,B,,MORTGAGE,49630.0,Jul-2015,Fully Paid,debt_consolidation,CA,13.28
2300, 36 months,10.75,B,10+ years,MORTGAGE,43000.0,Mar-2016,Fully Paid,debt_consolidation,OR,23.11
7000, 36 months,10.99,B,10+ years,RENT,102000.0,Jul-2015,Fully Paid,debt_consolidation,TX,3.98
35000, 60 months,18.49,E,10+ years,MORTGAGE,94000.0,Dec-2015,Fully Paid,debt_consolidation,IL,28.51
